date_key,date,division_key,division,population_2022_census,area_km2,population_density_per_km2,latitude,longitude,cases_raw_extracted,metric_a_raw_extracted,metric_b_raw_extracted,cases_modeled_daily,metric_b_modeled_daily,cases_modeled_cumulative,cases_daily_per_million,cases_cumulative_per_million,cases_rolling_7d,cases_rolling_7d_avg,vax_coverage_avg,vax_coverage_min,vax_coverage_max,vax_coverage_capped_100,coverage_gap_to_95_pct_points,coverage_status,risk_score_0_100,risk_band,risk_note,case_metric_interpretation,has_uploaded_case_row,has_uploaded_vax_row,zero_or_blank_case_extract_flag,early_cumulative_phase_flag,coverage_gt_100_flag,vax_duplicate_reading_flag,case_source_file,vax_source_files
20260506,2026-05-06,barishal,Barishal,9100102,13297,684.3725652402798,22.7,90.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,No data,0.0,No Data,No uploaded case rows; add DGHS/WHO/UNICEF subnational outbreak feed,No uploaded case row for this division,False,False,False,False,False,False,No uploaded source row,No uploaded source row
20260507,2026-05-07,barishal,Barishal,9100102,13297,684.3725652402798,22.7,90.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,No data,0.0,No Data,No uploaded case rows; add DGHS/WHO/UNICEF subnational outbreak feed,No uploaded case row for this division,False,False,False,False,False,False,No uploaded source row,No uploaded source row
20260508,2026-05-08,barishal,Barishal,9100102,13297,684.3725652402798,22.7,90.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,No data,0.0,No Data,No uploaded case rows; add DGHS/WHO/UNICEF subnational outbreak feed,No uploaded case row for this division,False,False,False,False,False,False,No uploaded source row,No uploaded source row
20260509,2026-05-09,barishal,Barishal,9100102,13297,684.3725652402798,22.7,90.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,No data,0.0,No Data,No uploaded case rows; add DGHS/WHO/UNICEF subnational outbreak feed,No uploaded case row for this division,False,False,False,False,False,False,No uploaded source row,No uploaded source row
20260510,2026-05-10,barishal,Barishal,9100102,13297,684.3725652402798,22.7,90.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,No data,0.0,No Data,No uploaded case rows; add DGHS/WHO/UNICEF subnational outbreak feed,No uploaded case row for this division,False,False,False,False,False,False,No uploaded source row,No uploaded source row
20260511,2026-05-11,barishal,Barishal,9100102,13297,684.3725652402798,22.7,90.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,No data,0.0,No Data,No uploaded case rows; add DGHS/WHO/UNICEF subnational outbreak feed,No uploaded case row for this division,False,False,False,False,False,False,No uploaded source row,No uploaded source row
20260404,2026-04-04,chattogram,Chattogram,33202326,33771,983.1608776761126,22.36,91.78,769.0,500.0,7.0,0.0,0.0,769.0,0.0,23.16102793521153,0.0,0.0,,,,,,No data,50.88231757364973,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear cumulative in early report phase,True,False,False,True,False,False,895771df-04d0-4aeb-9f8f-2014156b776b.pdf,No uploaded source row
20260405,2026-04-05,chattogram,Chattogram,33202326,33771,983.1608776761126,22.36,91.78,999.0,672.0,10.0,230.0,3.0,999.0,6.927225520284332,30.08825345549586,0.0,0.0,,,,,,No data,50.88231757364973,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear cumulative in early report phase,True,False,False,True,False,False,9e2edce9-d7fc-48da-ae19-57a1a521c0e6.pdf,No uploaded source row
20260406,2026-04-06,chattogram,Chattogram,33202326,33771,983.1608776761126,22.36,91.78,1170.0,712.0,10.0,171.0,0.0,1170.0,5.150241582472264,35.23849503796812,401.0,200.5,,,,,,No data,50.88231757364973,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear cumulative in early report phase,True,False,False,True,False,False,edadc3d0-4ae3-4d54-b095-23465dde3561.pdf,No uploaded source row
20260407,2026-04-07,chattogram,Chattogram,33202326,33771,983.1608776761126,22.36,91.78,1415.0,936.0,10.0,245.0,0.0,1415.0,7.37900109769418,42.6174961356623,646.0,215.33333333333331,,,,,,No data,50.88231757364973,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear cumulative in early report phase,True,False,False,True,False,False,53d218b6-39dc-471a-9908-37597d752f20.pdf,No uploaded source row
20260408,2026-04-08,chattogram,Chattogram,33202326,33771,983.1608776761126,22.36,91.78,1560.0,1062.0,10.0,145.0,0.0,1560.0,4.3671639149618615,46.98466005062416,791.0,197.75,,,,,,No data,50.88231757364973,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear cumulative in early report phase,True,False,False,True,False,False,ca075965-256b-43c8-9b12-aeb35e7ca044.pdf,No uploaded source row
20260409,2026-04-09,chattogram,Chattogram,33202326,33771,983.1608776761126,22.36,91.78,126.0,0.0,85.0,126.0,85.0,1686.0,3.794914850242721,50.77957490086688,917.0,183.4,,,,,,No data,50.88231757364973,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,False,False,False,False,False,851a956d-c2a6-45ce-9201-6905d467f634.pdf,No uploaded source row
20260410,2026-04-10,chattogram,Chattogram,33202326,33771,983.1608776761126,22.36,91.78,0.0,0.0,0.0,0.0,0.0,1686.0,0.0,50.77957490086688,917.0,183.4,,,,,,No data,50.88231757364973,High,Calculated from uploaded data + population/coverage enrichment,No uploaded row for this date/division,False,False,False,False,False,False,No uploaded source row,No uploaded source row
20260411,2026-04-11,chattogram,Chattogram,33202326,33771,983.1608776761126,22.36,91.78,99.0,0.0,68.0,99.0,68.0,1785.0,2.981718810904995,53.76129371177188,1016.0,169.33333333333334,,,,,,No data,50.88231757364973,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,False,False,False,False,False,051959af-648c-400c-84ec-2cb2adc35348.pdf,No uploaded source row
20260412,2026-04-12,chattogram,Chattogram,33202326,33771,983.1608776761126,22.36,91.78,112.0,0.0,120.0,112.0,120.0,1897.0,3.3732576446601965,57.13455135643208,898.0,149.66666666666666,,,,,,No data,50.88231757364973,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,False,False,False,False,False,ed553882-fdf7-4222-ad7d-4abb1093d2ec.pdf,No uploaded source row
20260413,2026-04-13,chattogram,Chattogram,33202326,33771,983.1608776761126,22.36,91.78,121.0,0.0,103.0,121.0,103.0,2018.0,3.644322991106105,60.778874347538185,848.0,141.33333333333334,,,,,,No data,50.88231757364973,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,False,False,False,False,False,d9d46c53-9bda-4466-8b9f-c144ca9ce3b6.pdf,No uploaded source row
20260414,2026-04-14,chattogram,Chattogram,33202326,33771,983.1608776761126,22.36,91.78,109.0,0.0,411.0,109.0,411.0,2127.0,3.282902529178227,64.06177687671641,712.0,118.66666666666669,,,,,,No data,50.88231757364973,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,False,False,False,False,False,ebfabb0a-4596-4c58-b26a-b80c830eecf2.pdf,No uploaded source row
20260415,2026-04-15,chattogram,Chattogram,33202326,33771,983.1608776761126,22.36,91.78,102.0,0.0,69.0,102.0,69.0,2229.0,3.0720739263869645,67.13385080310337,669.0,111.5,,,,,,No data,50.88231757364973,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,False,False,False,False,False,78804b73-cf2a-4880-a9ae-2d7161e13114.pdf,No uploaded source row
20260416,2026-04-16,chattogram,Chattogram,33202326,33771,983.1608776761126,22.36,91.78,140.0,0.0,110.0,140.0,110.0,2369.0,4.216572055825245,71.35042285892862,683.0,113.83333333333331,123.0,123.0,123.0,100.0,0.0,Meets 95% target,50.88231757364973,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,True,False,False,True,False,501f51e4-f446-4044-ac5f-30644a9288f1.pdf,501f51e4-f446-4044-ac5f-30644a9288f1.pdf
20260417,2026-04-17,chattogram,Chattogram,33202326,33771,983.1608776761126,22.36,91.78,133.0,0.0,115.0,133.0,115.0,2502.0,4.005743453033984,75.3561663119626,816.0,116.57142857142856,116.0,116.0,116.0,100.0,0.0,Meets 95% target,50.88231757364973,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,True,False,False,True,False,009ad3ca-2655-4ab3-a779-2802ba9b860b.pdf,009ad3ca-2655-4ab3-a779-2802ba9b860b.pdf
20260418,2026-04-18,chattogram,Chattogram,33202326,33771,983.1608776761126,22.36,91.78,92.0,0.0,64.0,92.0,64.0,2594.0,2.770890208113733,78.12705652007634,809.0,115.57142857142856,,,,,,No data,50.88231757364973,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,False,False,False,False,False,60c598de-df11-4bdd-b151-f9e8a08c848d.pdf,No uploaded source row
20260419,2026-04-19,chattogram,Chattogram,33202326,33771,983.1608776761126,22.36,91.78,154.0,0.0,113.0,154.0,113.0,2748.0,4.63822926140777,82.7652857814841,851.0,121.57142857142856,100.0,100.0,100.0,100.0,0.0,Meets 95% target,50.88231757364973,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,True,False,False,False,False,355f0db2-d34b-4e7c-81e7-65cc6d34b5ef.pdf,355f0db2-d34b-4e7c-81e7-65cc6d34b5ef.pdf
20260420,2026-04-20,chattogram,Chattogram,33202326,33771,983.1608776761126,22.36,91.78,157.0,0.0,166.0,157.0,166.0,2905.0,4.72858437688974,87.49387015837385,887.0,126.71428571428572,100.0,100.0,100.0,100.0,0.0,Meets 95% target,50.88231757364973,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,True,False,False,False,False,df35201c-7d6d-4caa-b524-260a7b0f7479.pdf,df35201c-7d6d-4caa-b524-260a7b0f7479.pdf
20260421,2026-04-21,chattogram,Chattogram,33202326,33771,983.1608776761126,22.36,91.78,162.0,0.0,122.0,162.0,122.0,3067.0,4.879176236026356,92.3730463944002,940.0,134.28571428571428,87.0,77.0,97.0,87.0,8.0,Low 80-89%,50.88231757364973,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,True,False,False,False,True,51b7b213-8277-4878-bdb4-838be5272105.pdf,51b7b213-8277-4878-bdb4-838be5272105.pdf
20260422,2026-04-22,chattogram,Chattogram,33202326,33771,983.1608776761126,22.36,91.78,192.0,0.0,131.0,192.0,131.0,3259.0,5.78272739084605,98.15577378524624,1030.0,147.14285714285714,,,,,,No data,50.88231757364973,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,False,False,False,False,False,cc6e4c1b-50ae-44bd-9d41-238acb41ac99.pdf,No uploaded source row
20260423,2026-04-23,chattogram,Chattogram,33202326,33771,983.1608776761126,22.36,91.78,168.0,0.0,146.0,168.0,146.0,3427.0,5.059886466990294,103.21566025223656,1058.0,151.14285714285714,,,,,,No data,50.88231757364973,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,False,False,False,False,False,5f159ac3-55ec-470b-ad8a-40f3642e7957.pdf,No uploaded source row
20260424,2026-04-24,chattogram,Chattogram,33202326,33771,983.1608776761126,22.36,91.78,165.0,0.0,121.0,165.0,121.0,3592.0,4.9695313515083255,108.18519160374488,1090.0,155.71428571428572,,,,,,No data,50.88231757364973,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,False,False,False,False,False,e66eb1d2-7472-4440-be96-c15bb880f15e.pdf,No uploaded source row
20260425,2026-04-25,chattogram,Chattogram,33202326,33771,983.1608776761126,22.36,91.78,0.0,0.0,0.0,0.0,0.0,3592.0,0.0,108.18519160374488,998.0,166.33333333333334,,,,,,No data,50.88231757364973,High,Calculated from uploaded data + population/coverage enrichment,"Likely missing/OCR extraction row, not trusted as true zero",True,False,True,False,False,False,734b0559-5ba3-4bc8-9b95-b37d791acf92.pdf,No uploaded source row
20260426,2026-04-26,chattogram,Chattogram,33202326,33771,983.1608776761126,22.36,91.78,178.0,0.0,145.0,178.0,145.0,3770.0,5.361070185263526,113.5462617890084,1022.0,170.33333333333334,,,,,,No data,50.88231757364973,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,False,False,False,False,False,1b00ae7a-c18d-4b22-8c21-c97268764ff6.pdf,No uploaded source row
20260427,2026-04-27,chattogram,Chattogram,33202326,33771,983.1608776761126,22.36,91.78,197.0,0.0,170.0,197.0,170.0,3967.0,5.933319249982667,119.47958103899106,1062.0,177.0,,,,,,No data,50.88231757364973,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,False,False,False,False,False,abb6445f-bcf8-471e-af5f-fec567f3cf62.pdf,No uploaded source row
20260428,2026-04-28,chattogram,Chattogram,33202326,33771,983.1608776761126,22.36,91.78,0.0,0.0,0.0,0.0,0.0,3967.0,0.0,119.47958103899106,900.0,180.0,,,,,,No data,50.88231757364973,High,Calculated from uploaded data + population/coverage enrichment,"Likely missing/OCR extraction row, not trusted as true zero",True,False,True,False,False,False,dea6de3a-6418-47bb-becd-6c4f2cfaf879.pdf,No uploaded source row
20260429,2026-04-29,chattogram,Chattogram,33202326,33771,983.1608776761126,22.36,91.78,0.0,0.0,0.0,0.0,0.0,3967.0,0.0,119.47958103899106,708.0,177.0,,,,,,No data,50.88231757364973,High,Calculated from uploaded data + population/coverage enrichment,"Likely missing/OCR extraction row, not trusted as true zero",True,False,True,False,False,False,996ee162-7b6c-49ad-ac52-48649efce18c.pdf,No uploaded source row
20260430,2026-04-30,chattogram,Chattogram,33202326,33771,983.1608776761126,22.36,91.78,0.0,0.0,0.0,0.0,0.0,3967.0,0.0,119.47958103899106,540.0,180.0,,,,,,No data,50.88231757364973,High,Calculated from uploaded data + population/coverage enrichment,"Likely missing/OCR extraction row, not trusted as true zero",True,False,True,False,False,False,0290733a-8726-4ce3-9971-c69d95994ef2.pdf,No uploaded source row
20260501,2026-05-01,chattogram,Chattogram,33202326,33771,983.1608776761126,22.36,91.78,0.0,173.0,0.0,0.0,0.0,3967.0,0.0,119.47958103899106,375.0,125.0,,,,,,No data,50.88231757364973,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,False,False,False,False,False,20c2c9f8-5556-447d-9e44-da3ad89dabb3.pdf,No uploaded source row
20260502,2026-05-02,chattogram,Chattogram,33202326,33771,983.1608776761126,22.36,91.78,0.0,0.0,0.0,0.0,0.0,3967.0,0.0,119.47958103899106,375.0,125.0,,,,,,No data,50.88231757364973,High,Calculated from uploaded data + population/coverage enrichment,"Likely missing/OCR extraction row, not trusted as true zero",True,False,True,False,False,False,8718ab9a-b8b0-4771-8171-1689be79acee.pdf,No uploaded source row
20260503,2026-05-03,chattogram,Chattogram,33202326,33771,983.1608776761126,22.36,91.78,156.0,0.0,159.0,156.0,159.0,4123.0,4.698466005062416,124.17804704405349,353.0,117.66666666666669,,,,,,No data,50.88231757364973,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,False,False,False,False,False,2d5f3eb0-70f1-4171-8e56-a83fc7804b3f.pdf,No uploaded source row
20260504,2026-05-04,chattogram,Chattogram,33202326,33771,983.1608776761126,22.36,91.78,0.0,0.0,0.0,0.0,0.0,4123.0,0.0,124.17804704405349,156.0,78.0,,,,,,No data,50.88231757364973,High,Calculated from uploaded data + population/coverage enrichment,"Likely missing/OCR extraction row, not trusted as true zero",True,False,True,False,False,False,013ded18-6af2-4f6f-bbf3-aa0e639c0258.pdf,No uploaded source row
20260505,2026-05-05,chattogram,Chattogram,33202326,33771,983.1608776761126,22.36,91.78,197.0,0.0,190.0,197.0,190.0,4320.0,5.933319249982667,130.11136629403617,353.0,117.66666666666669,,,,,,No data,50.88231757364973,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,False,False,False,False,False,de88d227-13ed-4af4-a910-0d93fea0d297.pdf,No uploaded source row
